location_id,location_type,location_name,lat,long
392,art,Emergence Community Arts Collective,38.9242686,-77.0237791
393,art,Cultural Arts Center at Glen Allen,37.6673154,-77.5014137
394,art,The Dundalk Art School,39.2701711,-76.5023287
395,art,Sultan Qaboos Cultural Center,38.9039136,-77.0368197
396,art,Exittheapple Art Space,39.3162499,-76.6129296
397,art,Contempary Arts Center of Virginia Beach,36.8487344,-75.9874957
398,art,Mtn City Center For The Arts,39.6574101,-78.9283854
399,art,Center for the Arts,38.7504899,-77.4723227
400,art,District Architecture Center,38.895467,-77.021742
401,art,Salsa With Sylvia,38.9308731,-77.0236723
402,art,Lemon Bowl,38.9286641,-77.0229402
403,art,Look Art Studio,38.915323,-77.0316405
404,art,The Contemporary,39.2917783,-76.6200918
405,art,Sipp Theatre,37.8137141,-82.8067783
406,art,Newark Arts Alliance,39.6849301,-75.7417919
407,art,Grayson Gallery and Arts Center,38.3324735,-82.9437791
408,art,Passionworks,39.3308748,-82.1001715
409,art,Hampshire County Artist Co-op,39.3416259,-78.7576006
410,art,The Bottling Works,39.338757,-78.7513658
411,art,The River House,39.2974862,-78.4343208
412,art,Berkeley Art Works,39.4579317,-77.9636222
413,art,Greenbelt MakerSpace,39.0015249,-76.8762031
414,art,School of Rock,39.3316832,-76.6427121
415,art,Barnes Agency Design & Digital Media Studio,38.4219375,-82.4433793
416,bar,Cafe Saint Ex,38.9154205,-77.0317015
417,bar,Red Land Club,38.0315033,-78.4770551
418,bar,Ecitie,38.9310786,-77.236436
419,bar,Car Pool,38.9669725,-77.3693273
420,bar,Flanagan's Harp and Fiddle,38.9901507,-77.0971547
421,bar,Saphire,38.9902695,-77.0958136
422,bar,Bourbon,38.9202635,-77.0415814
423,bar,Black Squirrel,38.9212341,-77.0419089
424,bar,Soussi,38.9195312,-77.0418784
425,bar,The Fab Lounge,38.9143559,-77.0457988
426,bar,Bobby Lew's,38.9172638,-77.0418796
427,bar,Brass Monkey,38.9201629,-77.0415154
428,bar,Club Timehri,38.9215128,-77.0420009
