elements__tags__name,elements__lat,elements__lon
,37.3557455,-79.9403487
,37.3557213,-79.9403127
,37.3554265,-79.9405007
,37.3553806,-79.9403975
,37.3557865,-79.9399818
,37.355889,-79.9401342
,37.3554972,-79.9405685
,37.3582006,-79.1739236
,37.358067,-79.1736822
,37.3583381,-79.1734446
,37.3584717,-79.173686
,37.3582367,-79.1735335
,37.4392492,-79.1722211
,37.4390665,-79.1725847
,37.439081,-79.1722462
,37.4394279,-79.1723879
,37.4391141,-79.1723229
,37.4392293,-79.1726031
,37.4393856,-79.172483
,37.4392121,-79.1721361
,37.4391499,-79.1726097
,37.4393167,-79.172558
,37.4394438,-79.1723029
,37.4173848,-79.1444658
,37.4175466,-79.1446137
,37.4176393,-79.1440244
,37.4178011,-79.1441723
,37.5186346,-79.0852631
,37.5186689,-79.0851737
,37.5188864,-79.0850474
,37.5188619,-79.0849765
,37.5188179,-79.0849103
,37.5187593,-79.0848518
,37.5187031,-79.0848117
,37.518642,-79.084804
,37.5185699,-79.084804
,37.5185173,-79.084804
,37.5184978,-79.0848148
,37.5185699,-79.0850736
,37.5185222,-79.0852015
,37.7905828,-79.4593248
,37.790108,-79.4601778
,37.7896386,-79.4595428
,37.7895791,-79.4588841
,37.7894174,-79.4581288
,37.7900794,-79.4578726
,37.790253,-79.4577906
,37.7904097,-79.4578498
,37.7906464,-79.457972
,37.790851,-79.45815
,37.7908936,-79.4591797
,38.1491434,-79.070762
,38.1491648,-79.0704958
,38.1493423,-79.0707879
,38.1493637,-79.0705217
,38.0685009,-78.8882979
,38.0685184,-78.8884253
,38.068849,-78.8882208
,38.0688665,-78.8883482
,37.2412285,-78.4613665
,37.2413048,-78.461695
,37.2412265,-78.4618288
,37.2410667,-78.4618272
,37.2413059,-78.461516
,37.2412275,-78.4615152
,37.2410697,-78.4613648
,37.2412274,-78.4616942
,37.241161,-78.4613658
,37.2411653,-78.4618282
,37.2410683,-78.4615819
,37.3148786,-78.4221752
,37.3149796,-78.4219184
,37.3148528,-78.4218395
,37.3147518,-78.4220963
,37.3149681,-78.4218844
,37.3149586,-78.4219053
,37.3148656,-78.4218449
,37.3148729,-78.4218246
,37.3010273,-78.3927641
,37.3009925,-78.3926787
,37.3008856,-78.3927476
,37.3009204,-78.392833
,37.6284785,-78.8172067
,37.628521,-78.8172024
,37.6285625,-78.8171895
,37.6286019,-78.8171685
,37.6286381,-78.8171399
,37.6286702,-78.8171045
,37.6286975,-78.817063
,37.6287192,-78.8170166
,37.6287349,-78.8169664
,37.628744,-78.8169138
,37.6287464,-78.8168599
,37.6287421,-78.8168067
,37.6287312,-78.816755
,37.628714,-78.8167061
,37.6286909,-78.8166612
,37.6286625,-78.8166214
,37.6286295,-78.8165879
,37.6285927,-78.8165612
,37.628553,-78.8165423
,37.6285115,-78.8165314
,37.6284692,-78.816529
,37.628427,-78.816535
,37.6283862,-78.8165493
,37.6283476,-78.8165715
,37.6283122,-78.8166012
,37.6282818,-78.8166365
,37.6282559,-78.8166774
,37.6282353,-78.8167229
,37.6282206,-78.8167718
,37.6282119,-78.816823
,37.6282096,-78.8168752
,37.6282137,-78.8169273
,37.6282242,-78.816978
,37.6282406,-78.817026
,37.6282628,-78.8170703
,37.62829,-78.8171097
,37.6283218,-78.8171434
,37.6283572,-78.8171705
,37.6283956,-78.8171904
,37.6284358,-78.8172025
,38.0335512,-78.5059421
,38.0335307,-78.506094
,38.0333664,-78.5056014
,38.0335041,-78.5059674
,38.0334663,-78.505687
,38.0335911,-78.5060616
,38.033419,-78.5057124
,38.0334058,-78.5057195
,38.0334909,-78.5059745
,38.0334268,-78.5055688
,38.0310059,-78.479718
,38.0307649,-78.4799848
,38.0307861,-78.4800512
,38.0304802,-78.4802087
,38.0305253,-78.48035
,38.030697,-78.4798771
,38.0307147,-78.4800879
,38.0307361,-78.4799996
,38.0308887,-78.4801394
,38.0308951,-78.4801595
,38.0309605,-78.4801024
,38.0311049,-78.480028
,38.0310239,-78.4797744
,38.0293438,-78.4762946
,38.0293437,-78.4763424
,38.0293536,-78.47643
,38.0295026,-78.476885
,38.0293088,-78.4769428
,38.0290965,-78.4769288
,38.0289441,-78.4768313
,38.0289923,-78.4766131
,38.0291134,-78.4763789
,38.0291255,-78.476316
,38.0291283,-78.4762793
,38.0293483,-78.4764131
,38.0289287,-78.4768265
,38.0289403,-78.476808
,38.0289566,-78.4767819
,38.0289685,-78.4767383
,38.0289784,-78.476842
,38.0289915,-78.4766825
,38.0289983,-78.4768752
,38.0290057,-78.4768877
,38.0290067,-78.4765944
,38.0290085,-78.476899
,38.0290311,-78.4768926
,38.0290393,-78.4765518
,38.0290486,-78.4768877
,38.0290556,-78.4764804
,38.0290815,-78.4769114
,38.0290829,-78.4769125
,38.0290901,-78.4764383
,38.0291107,-78.4769192
,38.0291342,-78.4769034
,38.0291686,-78.4769076
,38.0291741,-78.4762537
,38.0291905,-78.4769322
,38.029202,-78.4769453
,38.0292133,-78.4769339
,38.0292299,-78.4769173
,38.0292359,-78.4762496
,38.0292667,-78.4769115
,38.0292975,-78.4769325
,38.0293029,-78.4769361
,38.0293088,-78.4762698
,38.0293256,-78.4769293
,38.0293449,-78.4769136
,38.0293621,-78.4764569
,38.0293727,-78.4769125
,38.0293807,-78.4769173
,38.0293935,-78.4765292
,38.0293969,-78.4765097
,38.0293983,-78.4769277
,38.029399,-78.4765649
,38.0294111,-78.4769074
,38.0294215,-78.4766198
,38.0294223,-78.4768896
,38.0294297,-78.4766283
,38.0294359,-78.4766871
,38.02944,-78.4767307
,38.0294479,-78.4766473
,38.0294493,-78.4767632
,38.0294632,-78.4768753
,38.0294647,-78.4768068
,38.0294662,-78.4767869
,38.02947,-78.4768316
,38.029476,-78.4768785
,38.029479,-78.4768464
,38.0294935,-78.4768701
,38.0295002,-78.476881
,38.0291002,-78.4764125
,38.0292458,-78.4769148
,38.0292841,-78.4769234
,38.0293469,-78.4763923
,38.1728813,-78.2855763
,38.1727154,-78.2857986
,38.172596,-78.2856544
,38.172762,-78.2854321
,37.678479,-77.867816
,37.6785527,-77.8678893
,37.6771913,-77.8637226
,37.6770836,-77.8636223
,37.6770501,-77.8636647
,37.6769707,-77.8636647
,37.6769336,-77.8636312
,37.6768295,-77.8637115
,37.6769125,-77.8638185
,37.6771066,-77.8638296
,37.6785945,-77.8679538
,37.6783872,-77.8677697
,37.6782177,-77.8680511
,37.6782513,-77.8682581
,37.6783074,-77.8683165
,37.6784558,-77.86829
,37.678277,-77.8682849
,37.6817656,-77.8609996
,37.6817413,-77.8608801
,37.681713,-77.8608404
,37.6816768,-77.8608126
,37.6815189,-77.8608481
,37.6814925,-77.86089
,37.6814767,-77.8609396
,37.6814728,-77.8609928
,37.6816359,-77.860799
,37.6815937,-77.8608007
,37.6815535,-77.8608175
,37.681481,-77.8610452
,37.6815052,-77.8610998
,37.6815424,-77.8611412
,37.6815884,-77.8611645
,37.6816378,-77.8611672
,37.6816852,-77.861149
,37.6817251,-77.8611119
,37.6817529,-77.8610601
,37.6817615,-77.8609372
,37.3891605,-77.5815673
,37.3890347,-77.5816142
,37.3890944,-77.5816759
,37.3892092,-77.5811861
,37.3890729,-77.5812733
,37.3891751,-77.5814704
,37.3892945,-77.581331
,37.3891136,-77.581511
,37.3890369,-77.5813862
,37.3890124,-77.5813098
,37.3889069,-77.58135
,37.3889346,-77.5814533
,37.5404512,-77.4842174
,37.5403928,-77.4842695
,37.5403433,-77.4841812
,37.5404017,-77.4841292
,37.5408482,-77.4825285
,37.5408525,-77.482676
,37.540827,-77.4827672
,37.5404606,-77.4827154
,37.5403678,-77.4827052
,37.5403617,-77.4824914
,37.5404586,-77.4824761
,37.5405292,-77.4822852
,37.5406483,-77.4822979
,37.5408078,-77.482389
,37.540778,-77.4828503
,37.5406419,-77.4829496
,37.5405803,-77.4829657
,37.536573,-77.4481975
,37.5366053,-77.4482239
,37.5366439,-77.4482442
,37.5366794,-77.4482544
,37.5367294,-77.4482503
,37.5367632,-77.4482361
,37.5368035,-77.4482076
,37.5368277,-77.4481812
,37.5368567,-77.4481426
,37.5368761,-77.4480938
,37.5368857,-77.4480491
,37.5368906,-77.4480003
,37.5368873,-77.4479596
,37.5368777,-77.447919
,37.5368664,-77.4478926
,37.5368035,-77.4479332
,37.5367278,-77.4478296
,37.5365408,-77.4480227
,37.5366165,-77.4481263
,37.5368679,-77.4481144
,37.5367494,-77.4482419
,37.5367698,-77.447887
,37.5464609,-77.4516823
,37.5464738,-77.4526293
,37.5459229,-77.4526412
,37.54591,-77.4516942
,37.5470907,-77.4378986
,37.5471989,-77.4377929
,37.5474207,-77.4381635
,37.5474064,-77.4381772
,37.5474306,-77.4382176
,37.5473551,-77.4382894
,37.5473286,-77.4382451
,37.5473114,-77.4382614
,37.5459373,-77.4421011
,37.5459727,-77.4421608
,37.5462002,-77.441853
,37.5462356,-77.4419127
,37.5466178,-77.4432285
,37.5466679,-77.4433125
,37.5467704,-77.4434847
,37.5468953,-77.4429655
,37.5469452,-77.4430497
,37.5469454,-77.4430496
,37.5470478,-77.4432218
,37.5419766,-77.4368359
,37.5419593,-77.4368053
,37.541717,-77.4363938
,37.5416885,-77.4364205
,37.5415317,-77.4361545
,37.5413975,-77.4362804
,37.5413765,-77.4362449
,37.5411201,-77.4364856
,37.5415159,-77.4371497
,37.5422174,-77.4350652
,37.5422489,-77.4350355
,37.5422914,-77.4351074
,37.5419365,-77.4354412
,37.5420525,-77.4347863
,37.5417291,-77.4350905
,37.5415403,-77.4371728
,37.5416014,-77.4371713
,37.5357383,-77.4085994
,37.5360765,-77.4085251
,37.5358281,-77.4087604
,37.5359783,-77.4083623
,37.5812238,-77.5861808
,37.581132,-77.5860831
,37.58115,-77.5859325
,37.5812313,-77.5860316
,37.5812404,-77.5861147
,37.581234,-77.5861492
,37.5812193,-77.5860003
,37.5811943,-77.5859685
,37.5812407,-77.5860721
,37.581157,-77.5861005
,37.5811426,-77.5860434
,37.5811333,-77.5860633
,37.5811408,-77.5860979
,37.5766216,-77.5424935
,37.5763941,-77.54281
,37.5763133,-77.542692
,37.5762751,-77.5426062
,37.5762517,-77.542523
,37.5762411,-77.5424318
,37.5762368,-77.5423406
,37.5762368,-77.5422494
,37.5765876,-77.5423326
,37.5765812,-77.5423755
,37.5765876,-77.542413
,37.5766003,-77.5424506
,37.5762581,-77.5421502
,37.5970827,-77.5194548
,37.5970024,-77.5194158
,37.5969622,-77.5194431
,37.5969653,-77.5196303
,37.5970796,-77.519642
,37.7583432,-77.4793293
,37.7583461,-77.4794047
,37.7583834,-77.4792875
,37.758385,-77.4793267
,37.7583879,-77.4794022
,37.7583895,-77.4794438
,37.7584262,-77.4794415
,37.758538,-77.4792779
,37.7587375,-77.4792656
,37.7587436,-77.4794218
,37.7605403,-77.4769361
,37.7605846,-77.4771556
,37.7605865,-77.4773243
,37.7606172,-77.4771464
,37.760617,-77.4774754
,37.760618,-77.4773139
,37.7607491,-77.4770996
,37.7607724,-77.4768612
,37.7608115,-77.4772514
,37.7608166,-77.4770804
,37.760844,-77.4772408
,37.7608746,-77.4773923
,37.7606898,-77.4774519
,37.760819,-77.4774102
,37.8391288,-77.4442743
,37.8391255,-77.4444336
,37.8392147,-77.4441494
,37.8392882,-77.4441209
,37.8391635,-77.4445182
,37.8393645,-77.4441318
,37.8392249,-77.4445767
,37.8394312,-77.4441801
,37.8392995,-77.4445995
,37.8394772,-77.4442579
,37.8394951,-77.4443526
,37.8393752,-77.4445829
,37.8394395,-77.4445296
,37.8394818,-77.4444484
,37.8391704,-77.4442033
,38.4383467,-78.8705095
,38.4379775,-78.8705972
,38.4381387,-78.8704277
,38.4380931,-78.8707763
,38.4382311,-78.8703304
,38.4383234,-78.870534
,39.2722122,-80.3647221
,39.2723655,-80.3638018
,39.272005,-80.3637101
,39.2717949,-80.3638421
,39.2718432,-80.3639485
,39.271829,-80.3641795
,39.2725244,-80.3647258
,39.2725613,-80.3643298
,39.2726777,-80.3639888
,39.2725925,-80.3637541
,39.368206,-78.8879777
,39.3680567,-78.887937
,39.3680159,-78.8879167
,39.3679829,-78.8878801
,39.3679609,-78.8878273
,39.3679452,-78.887746
,39.3679514,-78.8876586
,39.3679844,-78.8875854
,39.3680332,-78.8875427
,39.3680945,-78.8875285
,39.3681432,-78.8875407
,39.3682689,-78.8875813
,38.2599141,-78.8334993
,38.2598185,-78.8334765
,38.2598242,-78.8334373
,38.2599199,-78.83346
,38.5312236,-78.4397749
,38.5311579,-78.4397983
,38.5311469,-78.4397399
,38.5310753,-78.4396689
,38.5310355,-78.4395484
,38.531178,-78.4394784
,38.53122,-78.4396301
,38.5312017,-78.4397002
,38.9269721,-78.3310086
,38.9268948,-78.3310716
,38.926802,-78.3310555
,38.9267331,-78.3309603
,38.9268239,-78.3308369
,38.9268646,-78.3308356
,38.9268938,-78.330853
,38.9269084,-78.3308678
,38.4718098,-77.9965574
,38.4715577,-77.9966508
,38.4714021,-77.9959702
,38.4714344,-77.9959581
,38.4714115,-77.9958587
,38.4714922,-77.9958284
,38.4715165,-77.9959341
,38.4716543,-77.9958823
,38.4715049,-77.9964311
,38.1961115,-77.5349916
,38.1960962,-77.5349032
,38.1960461,-77.5347943
,38.1959898,-77.5347315
,38.1958997,-77.5348562
,38.195981,-77.5350356
,38.5352995,-77.3478283
,38.535332,-77.3478739
,38.5353404,-77.3479248
,38.5353613,-77.347945
,38.5354642,-77.3477867
,38.5354285,-77.3477706
,38.5353981,-77.3477666
,38.5353645,-77.3477277
,38.8703889,-77.8240865
,38.8703562,-77.8240202
,38.8702742,-77.8240869
,38.8703069,-77.8241532
,38.8309497,-77.3083717
,38.8308787,-77.3084361
,38.8309121,-77.3083556
,38.8309846,-77.3088413
,38.8308371,-77.3084081
,38.8311029,-77.3089205
,38.8311903,-77.3085389
,38.8309651,-77.30842
,38.8308684,-77.3086643
,38.8311821,-77.3085613
,38.8310165,-77.3087581
,38.8309908,-77.308457
,38.8306812,-77.30877
,38.8309949,-77.3084398
,38.8307923,-77.3085204
,38.8307984,-77.3088413
,38.831105,-77.3085323
,38.8312449,-77.3085745
,38.8307768,-77.3085111
,38.8311122,-77.3085151
,38.8298189,-77.3092643
,38.8299186,-77.3090975
,38.8296227,-77.3097562
,38.8298452,-77.3092815
,38.8291832,-77.3094673
,38.8294537,-77.3087871
,38.8309577,-77.3083978
,38.8310899,-77.3085215
,38.8308108,-77.308474
,38.8292192,-77.3094913
,38.8329109,-77.2363921
,38.8333004,-77.2362847
,38.8329705,-77.236748
,38.83336,-77.2366406
,38.8333297,-77.2364598
,38.9367634,-77.2649934
,38.9363531,-77.2651295
,38.9361704,-77.264616
,38.9365811,-77.2640817
,38.936407,-77.2640266
,38.9367285,-77.2644682
,38.9368926,-77.2647671
,38.9364577,-77.2641595
,38.936163,-77.2642117
,38.9362009,-77.2643111
,38.9365794,-77.2645631
,38.9368809,-77.2647875
,38.936233,-77.2647804
,38.9365597,-77.2651318
,38.9363778,-77.2646891
,38.9361266,-77.2641163
,38.9363803,-77.2639565
,38.9360825,-77.2643856
,38.936323,-77.2651292
,38.9365733,-77.2651319
,38.9365162,-77.2641226
,38.9367486,-77.2650192
,38.9363286,-77.2650842
,38.9368711,-77.2647531
,38.9366539,-77.2646116
,38.9362197,-77.2647453
,38.9363646,-77.2647951
,38.9366967,-77.2643849
,38.9361166,-77.2644749
,38.936374,-77.2651298
,38.9367792,-77.2649657
,38.9368649,-77.2648156
,38.9366764,-77.2646263
,38.9368495,-77.2647391
,38.9365388,-77.2651315
,38.9389726,-77.2617738
,38.9390936,-77.2617362
,38.9391478,-77.2619535
,38.9389806,-77.2620246
,38.9390665,-77.2619723
,38.9391541,-77.2617362
,38.9389691,-77.2620012
,38.9388848,-77.2618306
,38.9389204,-77.2618006
,38.939034,-77.2617506
,38.9390257,-77.2619973
,38.9391082,-77.2619588
,39.0640159,-78.0653076
,39.0642069,-78.0651551
,39.0644222,-78.0656025
,39.0642313,-78.0657549
,39.1661416,-78.1601584
,39.1660605,-78.1606298
,39.1663317,-78.1600757
,39.1661061,-78.1607507
,39.1661931,-78.1607548
,39.1660695,-78.1605398
,39.1667363,-78.1607088
,39.1666473,-78.1605547
,39.1659936,-78.1604516
,39.1660398,-78.1605756
,39.16637,-78.161103
,39.1666224,-78.1605787
,39.1665006,-78.1609775
,39.1664849,-78.1609504
,39.1661246,-78.1607393
,39.1660489,-78.160649
,39.166561,-78.1604724
,39.1662538,-78.1608606
,39.1661584,-78.1607797
,39.1662386,-78.1608757
,39.1661787,-78.1602227
,39.1660095,-78.1604353
,39.1659375,-78.1603546
,39.1661427,-78.1607609
,39.1660716,-78.1606893
,39.1660485,-78.1605984
,39.185505,-78.1714628
,39.1854015,-78.1715719
,39.1851895,-78.1712479
,39.1852917,-78.1711388
,39.4160885,-77.4152827
,39.4161032,-77.4153664
,39.4161063,-77.4152163
,39.4161355,-77.4154273
,39.416171,-77.4151465
,39.4162046,-77.4151324
,39.4162075,-77.4154539
,39.4162414,-77.4151476
,39.416259,-77.4154406
,39.4163075,-77.415393
,39.4163075,-77.4153385
,39.4163614,-77.4149738
,39.4163831,-77.4149843
,39.4164453,-77.4150713
,39.4165104,-77.4153361
,39.4139341,-77.4117041
,39.4141204,-77.4116831
,39.4141106,-77.4115375
,39.4139243,-77.4115586
,39.4163467,-77.4149916
,39.4164243,-77.4150442
,39.4164785,-77.4151694
,39.4164911,-77.4152237
,39.4164906,-77.415272
,39.4165121,-77.4152724
,36.8380671,-76.3475075
,36.8378598,-76.3470958
,36.8382372,-76.3468003
,36.8382717,-76.3468833
,36.8383063,-76.3468501
,36.8387262,-76.3471722
,36.8387023,-76.3472187
,36.8388484,-76.3473249
,36.8387554,-76.3475408
,36.8388404,-76.347637
,36.8387341,-76.3477566
,36.8386571,-76.347657
,36.8385215,-76.3477798
,36.8382903,-76.347315
,37.1922482,-76.8739663
,37.1924408,-76.8737452
,37.1924857,-76.8738659
,37.1924654,-76.8740134
,37.1982949,-76.8832043
,37.1982522,-76.8830649
,37.1981902,-76.8831051
,37.1980407,-76.883081
,37.197968,-76.8830246
,37.1979274,-76.8831587
,37.1980044,-76.8832285
,37.198203,-76.8832473
,37.196675,-76.8799639
,37.196727,-76.8798757
,37.1964763,-76.8800504
,37.196557,-76.880047
,37.1966227,-76.879754
,37.1965725,-76.879754
,37.1965244,-76.8797634
,37.1964891,-76.8797949
,37.1964683,-76.8798358
,37.1922506,-76.8736848
,37.19235,-76.8736862
,36.9844416,-76.6318595
,36.9845558,-76.6319928
,36.984422,-76.631908
,36.9843659,-76.6318116
,36.9844329,-76.6316456
,36.9845069,-76.6316924
,36.9845282,-76.6316398
,36.9846637,-76.6317256
,37.031882,-76.4604875
,37.032115,-76.4602587
,37.0318037,-76.4603661
,37.0320451,-76.4601267
,37.031821,-76.460349
,37.0613389,-76.4902609
,37.0613651,-76.4905174
,37.0613927,-76.4907092
,37.0614143,-76.4909868
,37.0615476,-76.4902298
,37.0615584,-76.490335
,37.0615619,-76.4904912
,37.0615795,-76.4906824
,37.0616098,-76.4908545
,37.0616126,-76.4910173
,37.0616185,-76.4909581
,37.0616366,-76.4912728
,37.0616376,-76.4898028
,37.0616379,-76.4909097
,37.0616386,-76.4909239
,37.061649,-76.491012
,37.0616502,-76.4894529
,37.0616814,-76.4897986
,37.0616824,-76.4903154
,37.061727,-76.4908352
,37.0617323,-76.4892643
,37.0617335,-76.4908944
,37.061748,-76.4894317
,37.06177,-76.4912555
,37.0617753,-76.4892491
,37.0617813,-76.4913766
,37.0618195,-76.4892413
,37.0618444,-76.4906955
,37.0618537,-76.4908024
,37.0618641,-76.489241
,37.0619068,-76.491672
,37.0619084,-76.4892482
,37.0619161,-76.4907906
,37.0619275,-76.4901465
,37.0619375,-76.4910219
,37.0619489,-76.4903765
,37.0619492,-76.4915823
,37.0619514,-76.4892628
,37.0619705,-76.4907624
,37.0619879,-76.4913415
,37.0619926,-76.4892845
,37.0619973,-76.4910141
,37.0620033,-76.4915125
,37.0620112,-76.4903655
,37.0620114,-76.4901343
,37.0620182,-76.491509
,37.0620238,-76.490521
,37.0620241,-76.4915618
,37.0620309,-76.489313
,37.0620487,-76.4905172
,37.0620659,-76.4893476
,37.0620968,-76.4893879
,37.0621195,-76.4893821
,37.0621333,-76.4915215
,37.0621335,-76.491534
,37.062146,-76.4917436
,37.0621479,-76.4906237
,37.0621509,-76.4906516
,37.0621592,-76.4918729
,37.0621698,-76.4905888
,37.0621707,-76.4916314
,37.0621728,-76.4906199
,37.0621827,-76.4900244
,37.0621944,-76.4916562
,37.062198,-76.491579
,37.0622076,-76.4900238
,37.0622109,-76.4900704
,37.0622195,-76.4901325
,37.0622258,-76.4902134
,37.0622291,-76.49026
,37.0622308,-76.4905062
,37.0622353,-76.4915032
,37.0622375,-76.491598
,37.0622376,-76.490319
,37.0622486,-76.4903748
,37.0622541,-76.4906987
,37.0622546,-76.4907268
,37.0622648,-76.4904492
,37.0622781,-76.4904987
,37.0622795,-76.4901372
,37.0622807,-76.4900623
,37.0622856,-76.4902055
,37.0622869,-76.4899843
,37.0622892,-76.4902709
,37.0622907,-76.4899156
,37.0622994,-76.4905729
,37.0623003,-76.490336
,37.0623042,-76.4898311
,37.0623099,-76.4906007
,37.0623122,-76.4903811
,37.0623182,-76.4897747
,37.0623255,-76.4906407
,37.0623314,-76.4904595
,37.0623345,-76.4897025
,37.0623352,-76.4904753
,37.0623462,-76.4906838
,37.0623563,-76.4905433
,37.0623595,-76.4908767
,37.0623607,-76.4896302
,37.0623639,-76.4908392
,37.0623653,-76.4909202
,37.0623686,-76.4905723
,37.0623733,-76.4908046
,37.0623833,-76.4909539
,37.0623895,-76.4895577
,37.0623905,-76.4907886
,37.0623951,-76.4894485
,37.0624016,-76.4906505
,37.0624058,-76.4906604
,37.0624112,-76.4909812
,37.0624114,-76.4906712
,37.0624126,-76.4894512
,37.0624253,-76.4894633
,37.0624265,-76.49085
,37.062428,-76.4907039
,37.062433,-76.4894756
,37.0624363,-76.4909868
,37.0624436,-76.4907325
,37.0624521,-76.4908867
,37.0624574,-76.4907588
,37.0624663,-76.490986
,37.0624726,-76.4909173
,37.0624729,-76.4893249
,37.062483,-76.4907986
,37.0624886,-76.4909792
,37.0625011,-76.4908293
,37.0625082,-76.4909569
,37.0625292,-76.4908659
,37.0625624,-76.4909149
,37.0625844,-76.4910296
,37.0625853,-76.4909392
,37.0625996,-76.4910417
,37.0626183,-76.4909664
,37.0644815,-76.4928739
,37.0645222,-76.4928498
,37.0645436,-76.4928015
,37.06455,-76.4927506
,37.0644895,-76.4927037
,37.0645384,-76.4925227
,37.0641101,-76.4921747
,37.0639653,-76.4924545
,37.0645784,-76.4925337
,37.0641623,-76.4922171
,37.1051558,-76.4929047
,37.1051574,-76.4927299
,37.1051173,-76.4927294
,37.1051157,-76.4929042
,37.1051933,-76.4926003
,37.1051813,-76.4926053
,37.1051686,-76.4926051
,37.1051567,-76.4925999
,37.1051468,-76.4925901
,37.1051399,-76.4925768
,37.1051368,-76.4925614
,37.1051378,-76.4925456
,37.1051624,-76.4925117
,37.105175,-76.4925089
,37.1051877,-76.4925114
,37.105199,-76.492519
,37.1052077,-76.4925309
,37.1052128,-76.4925456
,37.1052138,-76.4925616
,37.1052106,-76.4925772
,37.1051428,-76.4925311
,37.1051513,-76.4925194
,37.1052035,-76.4925905
,37.1050682,-76.4925555
,37.1053479,-76.4922075
,37.1052725,-76.492114
,37.1052515,-76.4921394
,37.1052125,-76.4920906
,37.1051736,-76.4921343
,37.1051436,-76.4920926
,37.1050999,-76.4920845
,37.1049426,-76.4922675
,37.1050077,-76.4923555
,37.1050182,-76.4923433
,37.1050487,-76.4923846
,37.1049912,-76.4924515
,37.0717167,-76.3600666
,37.0720656,-76.3601504
,37.0720982,-76.3599373
,37.0717493,-76.3598534
,37.2338665,-76.6495669
,37.2342703,-76.6497424
,37.2340984,-76.6489282
,37.2342449,-76.6487946
,37.2338595,-76.6491255
,37.2340014,-76.6497212
,37.2338285,-76.6494617
,37.2341802,-76.6497663
,37.2339156,-76.6490339
,37.2339256,-76.6496556
,37.2338143,-76.6493474
,37.2338248,-76.6492326
,37.2340884,-76.649759
,37.2341775,-76.6489379
,37.2339564,-76.6489978
,37.234005,-76.6489551
,37.2340342,-76.6489454
,37.2334054,-76.6440587
,37.2333463,-76.6440061
,37.2334658,-76.6437946
,37.2335291,-76.6438511
,37.2335135,-76.6438788
,37.2335394,-76.6439018
,37.233495,-76.6439804
,37.2334649,-76.6439535
,37.2366228,-76.6457881
,37.2366788,-76.645955
,37.2364174,-76.6457486
,37.2344741,-76.6491855
,37.2344965,-76.6493238
,37.234352,-76.6496892
,37.2344977,-76.6489624
,37.2344819,-76.6494637
,37.2344355,-76.6491105
,37.2344319,-76.64959
,37.236591,-76.645782
,37.2359481,-76.6484261
,37.2358185,-76.6482828
,37.2358898,-76.648177
,37.235934,-76.6478673
,37.2360739,-76.6479002
,37.2360622,-76.647962
,37.2361893,-76.6481102
,37.2361685,-76.6481395
,37.2362009,-76.6482519
,37.2360246,-76.6483284
,37.23607,-76.648374
,37.2360181,-76.648444
,37.2359715,-76.6483919
,37.2344464,-76.6489277
,37.2343908,-76.6488913
,37.2365768,-76.6457793
,37.2364649,-76.6457577
,37.236366,-76.6457711
,37.2363047,-76.645798
,37.2362339,-76.6459649
,37.2362853,-76.6461261
,37.2363383,-76.6461713
,37.2363142,-76.6462574
,37.2363652,-76.6462923
,37.2363918,-76.6462042
,37.2364242,-76.6462244
,37.23654,-76.6461725
,37.2359233,-76.6479421
,37.2344813,-76.6490014
,37.2344857,-76.6494271
,37.2660692,-76.7222361
,37.2660334,-76.7222576
,37.266014,-76.7224819
,37.2663284,-76.7222977
,37.266309,-76.722522
,37.2662972,-76.7222671
,37.2662625,-76.722243
,37.2662252,-76.7222262
,37.2661862,-76.7222169
,37.2661465,-76.7222155
,37.2661072,-76.722222
,37.2380851,-76.5164609
,37.2380753,-76.5164201
,37.2380625,-76.516385
,37.2380406,-76.516349
,37.2379825,-76.5162788
,37.2378352,-76.5163717
,37.2378926,-76.5166297
,37.2380889,-76.5165035
,36.7990127,-76.3081239
,36.7989198,-76.3081654
,36.7989386,-76.3082309
,36.7990315,-76.3081893
,36.8307151,-76.2983369
,36.8306529,-76.2982939
,36.8305895,-76.2982162
,36.8308053,-76.2972157
,36.8308858,-76.2971942
,36.8309341,-76.2971889
,36.831005,-76.2971875
,36.83105,-76.2971969
,36.8305541,-76.2981491
,36.8305069,-76.2975671
,36.8305369,-76.2974759
,36.8306207,-76.2973525
,36.8306615,-76.2973096
,36.8305004,-76.2979989
,36.8304747,-76.2978567
,36.8304704,-76.2977119
,36.8309923,-76.2976215
,36.8312639,-76.2975903
,36.8311511,-76.2977127
,36.831049,-76.297492
,36.831219,-76.2977437
,36.8308955,-76.2979516
,36.8308746,-76.2981094
,36.8310159,-76.298174
,36.8309178,-76.2979618
,36.8310088,-76.297629
,36.850177,-76.289808
,36.8502118,-76.2899129
,36.8517116,-76.2859952
,36.8517883,-76.2896469
,36.8519514,-76.2901369
,36.8519617,-76.2867447
,36.8520925,-76.2900747
,36.852195,-76.2857454
,36.8524451,-76.286495
,36.8519425,-76.290111
,36.8520609,-76.290186
,36.8521198,-76.2901545
,36.8519265,-76.2895752
,36.8520116,-76.2901046
,36.8520359,-76.2901756
,36.852054,-76.290166
,36.849276,-76.2902479
,36.849188,-76.2899631
,36.8490445,-76.2904568
,36.8489415,-76.290084
,36.8492978,-76.2903388
,36.8503864,-76.2898221
,36.8500861,-76.2895264
,36.8503069,-76.2894152
,36.850431,-76.2897998
,36.8579649,-76.2904614
,36.8580259,-76.2905025
,36.8580412,-76.2904635
