name,@lat,@lon
City Place Food & Co.,37.3594135,-79.2405296
Cunningham's Cafe and Bakery,39.4026608,-76.6029337
Duck Donuts,38.0653480,-78.4928097
Smoothie King,38.0497903,-78.5028646
Daylight Donuts,37.0067502,-79.8741342
The Velo Cafe,38.8788328,-77.0233264
Woodley Park Pantry,38.9244481,-77.0545632
Starbucks,38.9250095,-77.0520719
Say Si Bon!,38.8559740,-77.0425002
Museum Café,38.8870501,-77.0334092
Starbucks Coffee,38.9748006,-77.0152593
Starbucks,38.9249436,-77.0520728
Dolcezza,38.8795977,-77.0253664
Starbucks,38.7287286,-77.7961912
The Daily Grind,39.2820095,-76.5918227
Le Pain Quotidien,38.8735600,-77.2303726
Daily Grind,39.4549175,-77.9876114
Deja Brew,38.7132124,-77.7945422
Jimmie's Market,38.7134704,-77.7950759
Davinci's Cafe,39.6452972,-79.9712521
Tim Hortons,39.6537397,-79.9407986
Dunkin' Donuts,39.4272921,-77.4174623
Starbucks,39.6474207,-79.9723094
Starbucks,39.6562826,-79.9456648
Starbucks,39.2762030,-80.2818529
Starbucks,39.1122594,-76.9333131
Cafeteria,39.1355042,-77.2161962
Cafeteria,39.1344514,-77.2208754
Starbucks,37.0672029,-76.4916345
Tim Hortons,39.6541525,-80.0139406
Tropical Smoothie Cafe,36.7170696,-76.1872653
Dunkin' Donuts,36.7149957,-76.1878397
Momo's Cafe,37.0851988,-76.4696022
TASTE @ City Center,37.0857965,-76.4739447
Sunnyside,36.8341420,-75.9713989
Rick's Cafe,36.8427557,-76.0185375
Beach Yogurt,36.8363081,-75.9719654
Scrambled,36.8384093,-75.9725423
Beach Coffee,36.8388072,-75.9726678
Hawaiian Shave Ice,36.8394432,-75.9728338
Ben & Jerry's,36.8401077,-75.9730058
Starbucks,39.4484098,-75.7305821
Texas Donuts,38.7819056,-77.5175260
Spagnvola,39.1212540,-77.2373705
Panera Bread,38.9294500,-77.0138434
Good Natured Collective Cafe,39.4567591,-77.9691934
Jazzman's Cafe,38.7308511,-82.9916700
ICA Café,37.5487896,-77.4481719
Cafe on the Quad,39.2138415,-76.8805927
Starbucks,39.2137888,-76.8805587
Starbucks,39.0602675,-77.4708645
Bump ‘n Grind,38.9902467,-77.0296085
Dunkin' Donuts,39.3036145,-76.9553445
Dunkin' Donuts,37.4097821,-79.2133633
Blue Bottle Coffee,38.8975962,-77.0063495
Norfolk Coffee & Tea,36.8442350,-76.2909980
Asia Cafe,39.1781986,-77.2696252
Starbucks,36.8474104,-76.2919124
Fruitive,36.8462892,-76.2917943
3-Way Cafe,36.8471220,-76.2905744
Java Surf,36.8475396,-76.2901493
Smoothie King,36.8474920,-76.2918695
Tropical Smoothie Cafe,36.8496900,-76.2907163
Latte Cafe,36.8506104,-76.2903136
Kaldi’s Social House,38.9915027,-77.0257357
,38.8701701,-77.8278323
,38.8697672,-77.8217361
Starbucks,38.9283984,-77.2390582
Nourishing Journey,39.1677282,-76.8531042
El Pupe,37.5481822,-77.4633279
Sugar Shack Donuts,37.5202250,-77.6146236
Mariners' Park Café,37.0551472,-76.4882526
Dewey Donut Company,39.5609642,-76.3712365
West Wing Cafe,38.9601654,-77.0857245
Noorani Kabab House,37.6213141,-77.5270422
Sunny Day Cafe,39.5356041,-76.3482361
Dunkin Donuts,38.8560484,-77.0422619
South Block,38.9038462,-77.0636424
South Block,38.8863879,-77.0940607
South Block,38.9086126,-76.9972967
South Block,38.9041886,-77.2610960
Starbucks,39.5614117,-76.3731579
Nina’s,39.2965637,-76.6129544
Culture Coffee Too,38.9573492,-77.0025345
Vic's Ivy Cuisine,38.4203636,-82.4436177
Panera Bread,38.8865667,-77.1774784
Starbucks,38.4213034,-82.2871345
Oakville grille,39.0244726,-77.1240682
Bean Tree Café,37.3532914,-79.1855001
Central City Cafe,38.4113501,-82.4794346
Holly Jo's Creekside Grill,37.1164324,-79.9560452
Dunkin' Donuts,39.4355063,-76.3165085
Newberry Cafe & Bakery,39.5378055,-76.3527361
Poké Workd,39.2884130,-76.6065216
Compass,38.8953681,-77.0712712
Dunkin' Donuts,37.7000098,-77.8878934
Grind House Cafe & Juicebar,39.3172319,-76.6152021
Vent Coffee Roasters,39.3358829,-76.6439256
Green Bean Cafe,36.8388416,-76.3052134
First Watch   the daytime cafe,38.3507524,-81.6352431
Einstein Bros. Bagels,39.5237510,-76.3510963
Cosi,39.2867749,-76.6155221
Tropical Smoothie Cafe,39.5300591,-76.3501948
Oxford Cafe,38.9055302,-77.0387844
Starbucks,38.9202526,-76.9527748
Dunkin' Donuts,36.8262473,-76.3379558
Peet's Coffee,39.0683672,-77.4851860
Café Zen,39.3642627,-76.6105331
Larder,39.3151916,-76.6177162
Café Jovial,39.2830975,-76.6285722
North End Juice Co.,37.5624956,-77.4769785
Mockingbird Cafe & Bakery,37.1293682,-80.4084265
Kaldi's Social House,38.9914734,-77.0257028
Zed's Cafe,38.9925337,-77.0263478
Starbucks Coffee,39.0815084,-77.4952542
Dunkin Donuts,37.9035557,-78.3426603
Tropical Smoothie Cafe,39.0516335,-77.4543313
B Doughnut,39.0519004,-77.4533122
Edible Arrangements,38.6312431,-77.2749439
Culture Cafe,37.2739844,-76.7121964
Mission House Coffee,37.3642383,-79.1793257
Fumee Cafe,38.8308936,-77.1956527
The Pit and the Peel,37.5460320,-77.4555536
Baladi Mediterranean Cafe,36.8521330,-76.0208776
Fractured Prune,39.0900373,-77.5248092
Kokee Tea,38.8629857,-77.0612973
Starbucks Coffee,38.8632530,-77.0606187
Verre,38.8909313,-77.0876884
Saffron,38.8849022,-77.0979664
Starbucks,38.9052031,-77.0677090
Starbucks,39.3276890,-82.1020174
Uptown Coffee,39.3271768,-82.1015172
Starbucks,38.8823431,-77.1165778
Bi Da Cafe,37.5958100,-77.5153623
Starbucks,37.2761317,-76.7471033
Starbucks,38.8937473,-77.0277608
Sweet Leaf,38.8802050,-77.1146846
Cheesetique,38.8803623,-77.1149800
Sam's bagels,39.2783173,-76.6124081
Bodega Market & Cafe,38.4208723,-82.4440624
Butter It Up,38.4215644,-82.4453781
Starbucks,37.2997909,-78.3970953
Sassafras,37.3018434,-78.3944546
Natural Bridge General Store & Cafe,37.6330187,-79.5254421
Starbucks,39.1532662,-76.7283582
Crooked Road Cafe,36.7367067,-80.3824849
Allegro Coffee,39.0684258,-77.4844748
Mikko,38.9124702,-77.0379657
Milk Bar,38.9105691,-77.0342026
Barnes & Noble Cafe,37.3026514,-78.3919831
Java Joe's,38.4350731,-82.1285746
Mike's,38.8808038,-77.1118110
Philz coffee,38.8803447,-77.1102019
Starbucks,36.7121841,-76.2764006
Fresh Baguette,39.0946367,-77.1545175
Turtle’s Subs,39.6125495,-77.7252369
Starbucks,36.5940051,-79.4254412
Barnes & Noble Cafe,37.3492574,-79.1879316
Dunkin’ Donuts,39.4428870,-76.8097035
Dear Globe,39.2991618,-76.6198783
Filicori Zecchini,39.0598880,-77.1579864
Starbucks,37.2140252,-80.4008773
Blend,39.0086954,-77.5081888
Red Mango,38.0104059,-78.4995942
Starbucks,39.0616357,-77.1593090
Java By The Bay,39.5483022,-76.0899458
Provisions,39.1755424,-77.2735302
Breadline,38.8996595,-77.0412585
Starbucks,39.0852190,-77.1510099
Vie de France,39.0853333,-77.1510166
Kirt's Ice Cream,38.0837414,-78.4715882
Carving Board Cafe,38.0837749,-78.4716664
