X,Y,OBJECTID,GPIN,NAME,ADDRESS,WEB_LINK,SP_Y,SP_X,LATI,LONG_,SUB_CATEGORY,NOTE_
-76.023927837723903,36.85710085225282,582,24087120710000,Southall Quarter Park,1625 SOUTHALL DR,,3481028.31982005,12207267.4852021,36.85710085,-76.02392784,City Park,
-76.025148547583697,36.760217573701013,583,24047598110000,Southgate Park,2281 HUCKLEBERRY TRL,,3445757.35853797,12207835.0788832,36.76021757,-76.02514855,City Park,
-76.032367325663571,36.755645063736537,584,24045470550000,Southgate West Park,2400 LILLIPOND LN,,3444037.7943918,12205764.593851,36.75564506,-76.03236733,City Park,
-76.186518355979246,36.813245549832573,585,14660318100000,Stoneybrook Park,5600 NEW COLONY DR,,3463859.47784546,12160104.366274,36.81324555,-76.18651836,City Park,
-76.164612061020279,36.811712384932612,586,14666354470000,Stratford Chase Park,900 MINDEN RD,,3463459.33166413,12166529.1375451,36.81171239,-76.16461206,City Park,
-76.017830854211269,36.771694097083788,587,24059070070000,Strawbridge North Park,2125 WEYBRIDGE DR,,3449990.61647563,12209868.1863656,36.7716941,-76.01783085,City Park,
-76.019791448878436,36.770173003375042,588,24049934150000,Strawbridge Park,2301 HUNTS NECK TRL,,3449421.90927972,12209308.6691119,36.770173,-76.01979145,City Park,
-76.120180070137508,36.784040306518456,589,14759386070000,Sunstream Park,4052 RAINBOW DR,,3453712.36296913,12179786.4374741,36.78404031,-76.12018007,City Park,
-76.013512630182632,36.840648262653303,590,24170551140000,Oceana Gardens Park,213 N OCEANA BLVD,,3475120.34410322,12210471.4023507,36.84064826,-76.01351263,City Park,
-76.119637469739615,36.84681323619261,591,14779625680000,Thalia Park,420 THALIA RD,,3476563.76444471,12179369.0764321,36.84681324,-76.11963747,City Park,
-76.111081145117467,36.836208832581711,592,14871297840000,Thalia Trace Park,169 THALIA TRACE DR,,3472767.33634205,12181969.6627664,36.83620883,-76.11108114,City Park,
-75.995771766602246,36.781753981067752,593,24156328420000,Upton Estates North Park,1136 CROSSWAY RD,,3453822.5976568,12216229.9574346,36.78175398,-75.99577177,City Park,
-75.996909223296484,36.77841074965454,594,24155296270000,Upton Estates Park,1916 EASTBORNE DR,,3452596.97248338,12215929.2247684,36.77841075,-75.99690922,City Park,
-75.985662251260607,36.852373975599832,595,24178945950000,Old Beach Park,2520 CYPRESS AVE,,3479603.82332522,12218504.9040002,36.85237398,-75.98566225,City Park,
-76.049515747619125,36.765815130442533,596,24040746770000,Rolling Woods Park,1704 PRODAN LN,,3447608.46408771,12200646.3097962,36.76581513,-76.04951575,City Park,
-76.176736561324589,36.879943457518863,597,14682831790000,Wesleyan Park,5525 SHIRE REACH,,3488206.13059562,12162369.4919931,36.87994346,-76.17673656,City Park,
-76.181172457468932,36.807638665324667,598,14661168810000,Whitehurst Grove Park,1098 TAYLOR RD,,3461857.1052098,12161719.0051051,36.80763867,-76.18117246,City Park,
-76.112079949542519,36.82246923830445,599,14861787590000,Windsor Oaks West Park,532 WINDSOR OAKS BLVD,,3467759.16656838,12181803.9728091,36.82246924,-76.11207995,City Park,
-76.151660851041441,36.859053646899532,600,14689097160000,Witchduck Landing Park,5071 HOLLY FARMS DR,,3480784.2720798,12169890.7030005,36.85905365,-76.15166085,City Park,
-76.052968584110374,36.857172407468276,601,14988078740000,Wolfsnare Park,2401 PLANTATION DR,,3480832.84252071,12198773.1442512,36.85717241,-76.05296858,City Park,
-76.07000936274207,36.770369093356855,602,14944961800000,Wood Of Piney Grove Park,3017 DAMASCUS TRL,,3449110.78621429,12194602.5367788,36.77036909,-76.07000936,City Park,
-76.200475509294705,36.820719803528682,603,14566614590000,Woodstock Cove Park,,,3466480.11433646,12155953.4520036,36.8207198,-76.20047551,City Park,
-76.127088918664583,36.771948813972699,604,14747972770000,Wyndamere Park,4077 WARE NECK DR,,3449260.5004818,12177874.4301432,36.77194881,-76.12708892,City Park,
-76.13565910788482,36.761527071947398,605,14745543360000,Hillcrest Farms Park,2464 SAVANNAH TRL,,3445404.31692122,12175460.0160088,36.76152707,-76.13565911,City Park,
-76.095784601916748,36.790747610650882,606,14856693030000,Buckner Farms Park,1508 COMPETITOR CT,,3456334.60313146,12186866.3012671,36.79074761,-76.0957846,City Park,
-75.993992533706134,36.762841956786161,607,24146699360000,Sawyer Lakes Estates Park,916 GIDEON RD,,3446953.27018814,12216933.6085864,36.76284196,-75.99399253,City Park,
-76.047743905162832,36.761427528512669,608,24041519300000,Litchfield Manor Park,2313 LITCHFIELD WAY,,3446025.01974805,12201206.6443055,36.76142753,-76.0477439,City Park,
-76.091270257695271,36.811821644879927,609,14867490830000,The Lakes Park,3296 BOYNTON CT,,3464038.53227738,12187992.0542649,36.81182164,-76.09127026,City Park,
-75.978698780672687,36.75322004966899,610,24241345360000,Lagomar At Back Bay Park,817 ARTESIA WAY,,3443570.60602172,12221505.6788386,36.75322005,-75.97869878,City Park,
-76.204235478883291,36.827866093867208,611,14564970950000,Hunts Pointe Park,574 CARDAMON DR,,3469054.41529022,12154789.9156168,36.82786609,-76.20423548,City Park,
-76.113167937810672,36.755127040215761,612,14842312070000,Highlands Meadows Park,2640 HIGHLAND MEADOWS WAY,,3443240.68706213,12182105.4492402,36.75512704,-76.11316794,City Park,
-76.131733873436787,36.918165954949401,613,15705224560000,Chesapeake Beach Park,,,3502445.02829888,12175178.9847467,36.91816596,-76.13173387,City Park,
-76.127178875957128,36.866160784396747,614,14786362900000,Pembroke Meadows Park,820 CATHEDRAL DR,,3483550.13892338,12176986.025424,36.86616078,-76.12717888,City Park,
-75.993341442873032,36.590655941471539,658,23188483560000,Princess Anne Wildlife Management Area HQ,1300 BACK BAY LANDING RD,,3384289.95752288,12218788.6698369,36.59065594,-75.99334144,Wildlife Refuge,
-75.977749611760345,36.859527493497467,663,24280273230000,31st Street Park,3101 ATLANTIC AVE,,3482269.13262713,12220749.6757574,36.85952749,-75.97774961,City Park,
